value,time
5.448,227.500
5.4485,227.531
5.4485,227.562
5.4491,227.594
5.4491,227.625
5.4491,227.656
5.4496,227.687
5.4501,227.719
5.4501,227.750
5.4501,227.781
5.4507,227.812
5.4507,227.844
5.4512,227.875
5.4517,227.906
5.4517,227.937
5.4517,227.969
5.4512,228.000
5.4512,228.031
5.4507,228.062
5.4507,228.094
5.4507,228.125
5.4507,228.156
5.4501,228.187
5.4507,228.219
5.4507,228.250
5.4507,228.281
5.4507,228.312
5.4501,228.344
5.4496,228.375
5.4496,228.406
5.4501,228.437
5.4507,228.469
5.4512,228.500
5.4517,228.531
5.4523,228.562
5.4528,228.594
5.4495,228.625
5.45,228.656
5.45,228.687
5.4505,228.719
5.4505,228.750
5.4511,228.781
5.4516,228.812
5.4521,228.844
5.4527,228.875
5.4527,228.906
5.4527,228.937
5.4532,228.969
5.4532,229.000
5.4532,229.031
5.4532,229.062
5.4565,229.094
5.4565,229.125
5.4565,229.156
5.4565,229.187
5.4565,229.219
5.4565,229.250
5.4565,229.281
5.4565,229.312
5.4565,229.344
5.4595,229.375
5.4595,229.406
5.4589,229.437
5.4589,229.469
5.4589,229.500
5.4589,229.531
5.4589,229.562
5.4589,229.594
5.4589,229.625
5.4589,229.656
5.4589,229.687
5.4589,229.719
5.4589,229.750
5.4589,229.781
5.4589,229.812
5.456,229.844
5.456,229.875
5.456,229.906
5.456,229.937
5.456,229.969
5.4594,230.000
5.4594,230.031
5.4594,230.062
5.4594,230.094
5.4594,230.125
5.4594,230.156
5.4594,230.187
5.4594,230.219
5.4594,230.250
5.4594,230.281
5.4594,230.312
5.4594,230.344
5.4594,230.375
5.4594,230.406
5.4594,230.437
5.456,230.469
5.456,230.500
5.456,230.531
5.456,230.562
5.456,230.594
5.4594,230.625
5.4594,230.656
5.4594,230.687
5.4594,230.719
5.4594,230.750
5.4594,230.781
5.4594,230.812
5.4594,230.844
5.4594,230.875
5.4594,230.906
5.4594,230.937
5.4594,230.969
5.4628,231.000
5.4628,231.031
5.4628,231.062
5.4594,231.094
5.4594,231.125
5.4594,231.156
5.4628,231.187
5.4662,231.219
5.4662,231.250
5.4662,231.281
5.4662,231.312
5.4662,231.344
5.4662,231.375
5.4662,231.406
5.4662,231.437
5.4662,231.469
5.4696,231.500
5.473,231.531
5.4764,231.562
5.4764,231.594
5.4798,231.625
5.4764,231.656
5.4764,231.687
5.4764,231.719
5.4764,231.750
5.4798,231.781
5.4798,231.812
5.4798,231.844
5.4798,231.875
5.4798,231.906
5.4764,231.937
5.473,231.969
5.4696,232.000
5.4696,232.031
5.4696,232.062
5.4662,232.094
5.4662,232.125
5.4662,232.156
5.4662,232.187
5.4696,232.219
5.4667,232.250
5.4701,232.281
5.4735,232.312
5.4735,232.344
5.4735,232.375
5.4741,232.406
5.4741,232.437
5.4741,232.469
5.4741,232.500
5.4775,232.531
5.4775,232.562
5.4775,232.594
5.4775,232.625
5.4809,232.656
5.4809,232.687
5.4803,232.719
5.4769,232.750
5.4769,232.781
5.4769,232.812
5.4803,232.844
5.4832,232.875
5.4866,232.906
5.4871,232.937
5.4837,232.969
5.4837,233.000
5.4837,233.031
5.4871,233.062
5.4837,233.094
5.4803,233.125
5.4803,233.156
5.4803,233.187
5.4837,233.219
5.4803,233.250
5.4803,233.281
5.4769,233.312
5.4735,233.344
5.4701,233.375
5.473,233.406
5.473,233.437
5.473,233.469
5.473,233.500
5.473,233.531
5.473,233.562
5.4764,233.594
5.4764,233.625
5.4798,233.656
5.4764,233.687
5.4764,233.719
5.4764,233.750
5.4764,233.781
5.4798,233.812
5.4832,233.844
5.4832,233.875
5.4832,233.906
5.4798,233.937
5.4798,233.969
5.4764,234.000
5.4764,234.031
5.473,234.062
5.4696,234.094
5.4662,234.125
5.4696,234.156
5.473,234.187
5.473,234.219
5.4764,234.250
5.4764,234.281
5.473,234.312
5.4696,234.344
5.4696,234.375
5.4696,234.406
5.473,234.437
5.4764,234.469
5.4764,234.500
5.4764,234.531
5.4798,234.562
5.4798,234.594
5.4764,234.625
5.473,234.656
5.473,234.687
5.4696,234.719
5.4696,234.750
5.4696,234.781
5.4696,234.812
5.4696,234.844
5.4696,234.875
5.4662,234.906
5.4628,234.937
5.4628,234.969
5.4628,235.000
5.4594,235.031
5.4594,235.062
5.4594,235.094
5.4594,235.125
5.4594,235.156
5.4594,235.187
5.456,235.219
5.456,235.250
5.456,235.281
5.456,235.312
5.456,235.344
5.456,235.375
5.456,235.406
5.4555,235.437
5.4555,235.469
5.4549,235.500
5.4549,235.531
5.4544,235.562
5.4544,235.594
5.4544,235.625
5.4544,235.656
5.4539,235.687
5.4533,235.719
5.4533,235.750
5.4533,235.781
5.4533,235.812
5.4533,235.844
5.4533,235.875
5.4539,235.906
5.4539,235.937
5.4544,235.969
5.4544,236.000
5.4549,236.031
5.4549,236.062
5.4549,236.094
5.4544,236.125
5.4549,236.156
5.4555,236.187
5.4555,236.219
5.4555,236.250
5.4555,236.281
5.4555,236.312
5.4549,236.344
5.4549,236.375
5.4549,236.406
5.4549,236.437
5.4549,236.469
5.4544,236.500
5.4539,236.531
5.4539,236.562
5.4539,236.594
5.4539,236.625
5.4539,236.656
5.4539,236.687
5.4539,236.719
5.4539,236.750
5.4533,236.781
5.4539,236.812
5.4539,236.844
5.4539,236.875
5.4539,236.906
5.4539,236.937
5.4544,236.969
5.4549,237.000
5.4549,237.031
5.4555,237.062
5.4555,237.094
5.4555,237.125
5.4555,237.156
5.4555,237.187
5.4555,237.219
5.456,237.250
5.456,237.281
5.456,237.312
5.456,237.344
5.456,237.375
5.456,237.406
5.456,237.437
5.4555,237.469
5.4555,237.500
5.4555,237.531
5.4555,237.562
5.4555,237.594
5.4555,237.625
5.4555,237.656
5.4555,237.687
5.4589,237.719
5.4623,237.750
5.4657,237.781
5.4691,237.812
5.4691,237.844
5.4691,237.875
5.4691,237.906
5.4696,237.937
5.4696,237.969
5.473,238.000
5.473,238.031
5.4735,238.062
5.4769,238.094
5.4769,238.125
5.4803,238.156
5.4803,238.187
5.4769,238.219
5.4735,238.250
5.4701,238.281
5.4735,238.312
5.4735,238.344
5.4735,238.375
5.4735,238.406
5.4769,238.437
5.4769,238.469
5.4803,238.500
5.4832,238.531
5.4832,238.562
5.4866,238.594
5.4866,238.625
5.4866,238.656
5.4871,238.687
5.4877,238.719
5.4911,238.750
5.4911,238.781
5.4945,238.812
5.4945,238.844
5.4945,238.875
5.4945,238.906
5.4911,238.937
5.4911,238.969
5.4877,239.000
5.4843,239.031
5.4809,239.062
5.4809,239.094
5.4809,239.125
5.4803,239.156
5.4798,239.187
5.4764,239.219
5.473,239.250
5.4696,239.281
5.4696,239.312
5.4696,239.344
5.4662,239.375
5.4662,239.406
5.4628,239.437
5.4628,239.469
5.4628,239.500
5.4628,239.531
5.4594,239.562
5.456,239.594
5.456,239.625
5.456,239.656
5.456,239.687
5.456,239.719
5.456,239.750
5.456,239.781
5.456,239.812
5.456,239.844
5.456,239.875
5.456,239.906
5.456,239.937
5.456,239.969
5.456,240.000
5.456,240.031
5.456,240.062
5.456,240.094
5.456,240.125
5.456,240.156
5.456,240.187
5.456,240.219
5.456,240.250
5.4594,240.281
5.4594,240.312
5.4594,240.344
5.4594,240.375
5.4594,240.406
5.4594,240.437
5.4594,240.469
5.4594,240.500
5.4589,240.531
5.4589,240.562
5.4583,240.594
5.4583,240.625
5.4583,240.656
5.4583,240.687
5.4583,240.719
5.4549,240.750
5.4549,240.781
5.4549,240.812
5.4549,240.844
5.4549,240.875
5.4549,240.906
5.4549,240.937
5.4544,240.969
5.4549,241.000
5.4549,241.031
5.4555,241.062
5.4555,241.094
5.4555,241.125
5.4555,241.156
5.4555,241.187
5.4549,241.219
5.4549,241.250
5.4549,241.281
5.4549,241.312
5.4549,241.344
5.4549,241.375
5.4544,241.406
5.4544,241.437
5.4539,241.469
5.4539,241.500
5.4533,241.531
5.4533,241.562
5.4533,241.594
5.4528,241.625
5.4528,241.656
5.4533,241.687
5.4533,241.719
5.4533,241.750
5.4533,241.781
5.4533,241.812
5.4533,241.844
5.4539,241.875
5.4544,241.906
5.4549,241.937
5.4549,241.969
5.4555,242.000
5.4555,242.031
5.4555,242.062
5.456,242.094
5.456,242.125
5.456,242.156
5.456,242.187
5.456,242.219
5.456,242.250
5.456,242.281
5.456,242.312
5.456,242.344
5.456,242.375
5.456,242.406
5.456,242.437
5.456,242.469
5.456,242.500
5.456,242.531
5.456,242.562
5.456,242.594
5.456,242.625
5.456,242.656
5.456,242.687
5.456,242.719
5.456,242.750
5.456,242.781
5.456,242.812
5.456,242.844
5.456,242.875
5.4594,242.906
5.4628,242.937
5.4662,242.969
5.4696,243.000
5.4696,243.031
5.4696,243.062
5.4696,243.094
5.4696,243.125
5.473,243.156
5.473,243.187
5.4764,243.219
5.4764,243.250
5.4798,243.281
5.4798,243.312
5.4798,243.344
5.4764,243.375
5.473,243.406
5.4696,243.437
5.4662,243.469
5.4662,243.500
5.4696,243.531
5.4701,243.562
5.4701,243.594
5.4673,243.625
5.4707,243.656
5.4707,243.687
5.4707,243.719
5.4673,243.750
5.4673,243.781
5.4673,243.812
5.4673,243.844
5.4673,243.875
5.4673,243.906
5.4707,243.937
5.4707,243.969
5.4673,244.000
5.4667,244.031
5.4667,244.062
5.4662,244.094
5.4628,244.125
5.4594,244.156
5.4594,244.187
5.4594,244.219
5.4594,244.250
5.4594,244.281
5.4628,244.312
5.4662,244.344
5.4696,244.375
5.4696,244.406
5.4696,244.437
5.4696,244.469
5.473,244.500
5.473,244.531
5.4764,244.562
5.4764,244.594
5.4764,244.625
5.4764,244.656
5.4764,244.687
5.4798,244.719
5.4832,244.750
5.4832,244.781
5.4798,244.812
5.4798,244.844
5.4798,244.875
5.4832,244.906
5.4832,244.937
5.4798,244.969
5.4798,245.000
5.4798,245.031
5.4832,245.062
5.4832,245.094
5.4866,245.125
5.49,245.156
5.49,245.187
5.4866,245.219
5.4866,245.250
5.4866,245.281
5.4866,245.312
5.4866,245.344
5.4866,245.375
5.4866,245.406
5.49,245.437
5.49,245.469
5.49,245.500
5.4905,245.531
5.4945,245.562
5.4945,245.594
5.4945,245.625
5.4911,245.656
5.495,245.687
5.495,245.719
5.4984,245.750
5.495,245.781
5.495,245.812
5.495,245.844
5.495,245.875
5.495,245.906
5.4984,245.937
5.4984,245.969
5.4945,246.000
5.4905,246.031
5.4871,246.062
5.4837,246.094
5.4837,246.125
5.4798,246.156
5.4764,246.187
5.473,246.219
5.473,246.250
5.473,246.281
5.4696,246.312
5.4696,246.344
5.4662,246.375
5.4628,246.406
5.4594,246.437
5.4594,246.469
5.4594,246.500
5.4594,246.531
5.4594,246.562
5.4594,246.594
5.4589,246.625
5.4583,246.656
5.4578,246.687
5.4578,246.719
5.4544,246.750
5.4544,246.781
5.4549,246.812
5.4549,246.844
5.4549,246.875
5.4521,246.906
5.4521,246.937
5.4527,246.969
5.4527,247.000
5.4532,247.031
5.4537,247.062
5.4548,247.094
5.4559,247.125
5.4536,247.156
5.4536,247.187
5.4536,247.219
5.457,247.250
5.457,247.281
5.457,247.312
5.457,247.344
5.4598,247.375
5.4598,247.406
5.4593,247.437
5.4593,247.469
5.4587,247.500
5.4582,247.531
5.4577,247.562
5.4601,247.594
5.4629,247.625
5.4629,247.656
5.4629,247.687
5.4595,247.719
5.4589,247.750
5.4589,247.781
5.4589,247.812
5.4589,247.844
5.4589,247.875
5.4589,247.906
5.4589,247.937
5.4589,247.969
5.4589,248.000
5.4589,248.031
5.456,248.062
5.456,248.094
5.456,248.125
5.456,248.156
5.456,248.187
5.456,248.219
5.456,248.250
5.456,248.281
5.456,248.312
5.456,248.344
5.456,248.375
5.456,248.406
5.456,248.437
5.456,248.469
5.456,248.500
5.456,248.531
5.456,248.562
5.4594,248.594
5.4594,248.625
5.4594,248.656
5.4628,248.687
5.4628,248.719
5.4628,248.750
5.4628,248.781
5.4628,248.812
5.4628,248.844
5.4628,248.875
5.4662,248.906
5.4662,248.937
5.4696,248.969
5.4696,249.000
5.4696,249.031
5.4662,249.062
5.4662,249.094
5.4662,249.125
5.4628,249.156
5.4628,249.187
5.4628,249.219
5.4628,249.250
5.4628,249.281
5.4628,249.312
5.4628,249.344
5.4594,249.375
5.4594,249.406
5.456,249.437
5.456,249.469
5.456,249.500
5.456,249.531
5.456,249.562
5.456,249.594
5.456,249.625
5.456,249.656
5.456,249.687
5.456,249.719
5.456,249.750
5.456,249.781
5.456,249.812
5.456,249.844
5.456,249.875
5.456,249.906
5.456,249.937
5.456,249.969
5.456,250.000
5.456,250.031
5.456,250.062
5.456,250.094
5.456,250.125
5.456,250.156
5.456,250.187
5.456,250.219
5.456,250.250
5.456,250.281
5.456,250.312
5.456,250.344
5.456,250.375
5.456,250.406
5.456,250.437
5.456,250.469
5.456,250.500
5.456,250.531
5.456,250.562
5.456,250.594
5.456,250.625
5.456,250.656
5.456,250.687
5.456,250.719
5.456,250.750
5.4555,250.781
5.4555,250.812
5.4555,250.844
5.4555,250.875
5.4555,250.906
5.4555,250.937
5.4549,250.969
5.4549,251.000
5.4549,251.031
5.4549,251.062
5.4549,251.094
5.4549,251.125
5.4549,251.156
5.4549,251.187
5.4549,251.219
5.4555,251.250
5.4555,251.281
5.4555,251.312
5.4555,251.344
5.4555,251.375
5.4555,251.406
5.456,251.437
5.456,251.469
5.4555,251.500
5.4555,251.531
5.4555,251.562
5.4555,251.594
5.4555,251.625
5.4555,251.656
5.4555,251.687
5.4555,251.719
5.4555,251.750
5.4555,251.781
5.4555,251.812
5.4549,251.844
5.4549,251.875
5.4544,251.906
5.4544,251.937
5.4549,251.969
5.4549,252.000
5.4549,252.031
5.4549,252.062
5.4549,252.094
5.4544,252.125
5.4544,252.156
5.4544,252.187
5.4544,252.219
5.4539,252.250
5.4539,252.281
5.4539,252.312
5.4539,252.344
5.4544,252.375
5.4544,252.406
5.4544,252.437
5.4539,252.469
5.4533,252.500
5.4528,252.531
5.4528,252.562
5.4533,252.594
5.4533,252.625
5.4533,252.656
5.4533,252.687
5.4533,252.719
5.4533,252.750
5.4539,252.781
5.4533,252.812
5.4528,252.844
5.4528,252.875
5.4523,252.906
5.4523,252.937
5.4523,252.969
5.4523,253.000
5.4517,253.031
5.4512,253.062
5.4512,253.094
5.4512,253.125
5.4507,253.156
5.4512,253.187
5.4507,253.219
5.4501,253.250
5.4501,253.281
5.4507,253.312
5.4507,253.344
5.4507,253.375
5.4507,253.406
5.4473,253.437
5.4479,253.469
5.4484,253.500
5.4489,253.531
5.4484,253.562
5.4479,253.594
5.4479,253.625
5.4473,253.656
5.4473,253.687
5.4473,253.719
5.4473,253.750
5.4435,253.781
5.4429,253.812
5.4429,253.844
5.4429,253.875
5.4463,253.906
5.4457,253.937
5.4452,253.969
5.4447,254.000
5.4447,254.031
5.4447,254.062
5.4447,254.094
5.4447,254.125
5.4447,254.156
5.4447,254.187
5.4447,254.219
5.448,254.250
5.4485,254.281
5.4485,254.312
5.4485,254.344
5.4457,254.375
5.4457,254.406
5.4457,254.437
5.4457,254.469
5.4457,254.500
5.4457,254.531
5.4457,254.562
5.4457,254.594
5.4429,254.625
5.4429,254.656
5.4429,254.687
5.4429,254.719
5.4424,254.750
5.4391,254.781
5.4391,254.812
5.4419,254.844
5.4419,254.875
5.4419,254.906
5.4419,254.937
5.4419,254.969
5.4419,255.000
5.4419,255.031
5.4419,255.062
5.4447,255.094
5.4447,255.125
5.4447,255.156
5.4447,255.187
5.4413,255.219
5.4447,255.250
5.4447,255.281
5.4447,255.312
5.4413,255.344
5.4413,255.375
5.4413,255.406
5.4413,255.437
5.4413,255.469
5.4413,255.500
5.438,255.531
5.4347,255.562
5.4347,255.594
5.4347,255.625
5.4313,255.656
5.4347,255.687
5.4347,255.719
5.4313,255.750
5.4313,255.781
5.4347,255.812
5.4347,255.844
5.4347,255.875
5.4347,255.906
5.4313,255.937
5.4313,255.969
5.4347,256.000
5.438,256.031
5.438,256.062
5.4347,256.094
5.438,256.125
5.438,256.156
5.4347,256.187
5.438,256.219
5.438,256.250
5.4347,256.281
5.4347,256.312
5.4347,256.344
5.4347,256.375
5.438,256.406
5.438,256.437
5.4347,256.469
5.4347,256.500
5.4347,256.531
5.4347,256.562
5.4347,256.594
5.4313,256.625
5.4347,256.656
5.4347,256.687
5.4347,256.719
5.438,256.750
5.438,256.781
5.438,256.812
5.4347,256.844
5.4313,256.875
5.4313,256.906
5.4347,256.937
5.4313,256.969
5.4313,257.000
5.4347,257.031
5.4347,257.062
5.438,257.094
5.438,257.125
5.438,257.156
5.438,257.187
5.438,257.219
5.438,257.250
5.4347,257.281
5.438,257.312
5.4413,257.344
5.4413,257.375
5.4413,257.406
5.4413,257.437
5.4413,257.469
5.4413,257.500
5.438,257.531
5.4347,257.562
5.4347,257.594
5.4313,257.625
5.4313,257.656
5.428,257.687
5.428,257.719
5.428,257.750
5.4247,257.781
5.4213,257.812
5.418,257.844
5.418,257.875
5.4213,257.906
5.4213,257.937
5.418,257.969
5.418,258.000
5.4213,258.031
5.418,258.062
5.4213,258.094
5.4213,258.125
5.4213,258.156
5.4213,258.187
5.4213,258.219
5.4213,258.250
5.4213,258.281
5.4213,258.312
5.4213,258.344
5.418,258.375
5.4147,258.406
5.418,258.437
5.4175,258.469
5.4175,258.500
5.4208,258.531
5.4208,258.562
5.4175,258.594
5.4175,258.625
5.4141,258.656
5.4141,258.687
5.4136,258.719
5.4169,258.750
5.4169,258.781
5.4136,258.812
5.4169,258.844
5.4169,258.875
5.4169,258.906
5.4169,258.937
5.4136,258.969
5.4103,259.000
5.4069,259.031
5.4069,259.062
5.4064,259.094
5.4097,259.125
5.4097,259.156
5.4103,259.187
5.4103,259.219
5.4097,259.250
5.4097,259.281
5.4064,259.312
5.4059,259.344
5.4025,259.375
5.4025,259.406
5.4053,259.437
5.4053,259.469
5.4048,259.500
5.4048,259.531
5.4053,259.562
5.402,259.594
5.402,259.625
5.402,259.656
5.3987,259.687
5.4025,259.719
5.4025,259.750
5.4053,259.781
5.4087,259.812
5.4087,259.844
5.4092,259.875
5.4092,259.906
5.4092,259.937
5.4097,259.969
5.4097,260.000
5.4125,260.031
5.4125,260.062
5.4125,260.094
5.4125,260.125
5.4125,260.156
5.412,260.187
5.4115,260.219
5.4087,260.250
5.4092,260.281
5.4087,260.312
5.4087,260.344
5.4059,260.375
5.4059,260.406
5.4059,260.437
5.4092,260.469
5.4064,260.500
5.4064,260.531
5.4064,260.562
5.4064,260.594
5.4064,260.625
5.4036,260.656
5.4036,260.687
5.4031,260.719
5.3997,260.750
5.3997,260.781
5.3992,260.812
5.3987,260.844
5.3981,260.875
5.4015,260.906
5.3976,260.937
5.3971,260.969
5.3965,261.000
5.396,261.031
5.3955,261.062
5.3983,261.094
5.3977,261.125
5.3977,261.156
5.3977,261.187
5.3977,261.219
5.3983,261.250
5.3983,261.281
5.3983,261.312
5.3983,261.344
5.3944,261.375
5.3944,261.406
5.3944,261.437
5.3944,261.469
5.3944,261.500
5.3944,261.531
5.3911,261.562
5.3911,261.594
5.3911,261.625
5.3911,261.656
5.3905,261.687
5.39,261.719
5.39,261.750
5.39,261.781
5.39,261.812
5.39,261.844
5.39,261.875
5.39,261.906
5.39,261.937
5.39,261.969
5.39,262.000
5.39,262.031
5.39,262.062
5.39,262.094
5.39,262.125
5.39,262.156
5.39,262.187
5.39,262.219
5.39,262.250
5.39,262.281
5.39,262.312
5.39,262.344
5.39,262.375
5.39,262.406
5.39,262.437
5.39,262.469
5.39,262.500
5.39,262.531
5.39,262.562
5.39,262.594
5.39,262.625
5.39,262.656
5.39,262.687
5.39,262.719
5.39,262.750
5.39,262.781
5.39,262.812
5.39,262.844
5.39,262.875
5.39,262.906
5.39,262.937
5.39,262.969
5.39,263.000
5.39,263.031
5.39,263.062
5.39,263.094
5.39,263.125
5.39,263.156
5.39,263.187
5.39,263.219
5.39,263.250
5.39,263.281
5.39,263.312
5.39,263.344
5.39,263.375
5.39,263.406
5.39,263.437
5.39,263.469
5.39,263.500
5.3867,263.531
5.3835,263.562
5.3835,263.594
5.3797,263.625
5.3797,263.656
5.3797,263.687
5.3764,263.719
5.3764,263.750
5.3764,263.781
5.3726,263.812
5.3693,263.844
5.3655,263.875
5.3617,263.906
5.3585,263.937
5.3552,263.969
5.3547,264.000
5.3541,264.031
5.3509,264.062
5.3541,264.094
5.3503,264.125
5.3498,264.156
5.3525,264.187
5.3487,264.219
5.3482,264.250
5.3487,264.281
5.3482,264.312
5.3482,264.344
5.3487,264.375
5.3515,264.406
5.3509,264.437
5.3509,264.469
5.3509,264.500
5.3504,264.531
5.3471,264.562
5.3471,264.594
5.3444,264.625
5.3417,264.656
5.3449,264.687
5.3417,264.719
5.3411,264.750
5.3411,264.781
5.3411,264.812
5.3406,264.844
5.3373,264.875
5.3373,264.906
5.3373,264.937
5.3373,264.969
5.3379,265.000
5.3384,265.031
5.3389,265.062
5.3389,265.094
5.3389,265.125
5.3362,265.156
5.3367,265.187
5.3373,265.219
5.3378,265.250
5.3383,265.281
5.3389,265.312
5.3394,265.344
5.3399,265.375
5.3405,265.406
5.341,265.437
5.341,265.469
5.3377,265.500
5.3377,265.531
5.3345,265.562
5.3345,265.594
5.3345,265.625
5.3372,265.656
5.3339,265.687
5.3334,265.719
5.3334,265.750
5.3329,265.781
5.3323,265.812
5.3318,265.844
5.3318,265.875
5.3345,265.906
5.3378,265.937
5.3438,265.969
5.3465,266.000
5.3521,266.031
5.3515,266.062
5.351,266.094
5.3477,266.125
5.3505,266.156
5.3505,266.187
5.3499,266.219
5.3499,266.250
5.3499,266.281
5.3499,266.312
5.3522,266.344
5.3517,266.375
5.3479,266.406
5.3447,266.437
5.3442,266.469
5.3414,266.500
5.3414,266.531
5.3442,266.562
5.3442,266.594
5.3442,266.625
5.3442,266.656
5.3442,266.687
5.3442,266.719
5.347,266.750
5.347,266.781
5.3442,266.812
5.3414,266.844
5.3414,266.875
5.3414,266.906
5.3386,266.937
5.3386,266.969
5.3386,267.000
5.3358,267.031
5.3363,267.062
5.3363,267.094
5.3363,267.125
5.3363,267.156
5.3363,267.187
5.3335,267.219
5.3335,267.250
5.3335,267.281
5.3341,267.312
5.3341,267.344
5.3341,267.375
5.3369,267.406
5.3369,267.437
5.3369,267.469
5.3369,267.500
5.3363,267.531
5.3363,267.562
5.3363,267.594
5.3363,267.625
5.3363,267.656
5.3363,267.687
5.3369,267.719
5.3369,267.750
5.3363,267.781
5.3363,267.812
5.3369,267.844
5.3341,267.875
5.3341,267.906
5.3346,267.937
5.3346,267.969
5.3346,268.000
5.3351,268.031
5.3351,268.062
5.3357,268.094
5.3357,268.125
5.3357,268.156
5.3357,268.187
5.3357,268.219
5.3357,268.250
5.3362,268.281
5.3357,268.312
5.3357,268.344
5.3362,268.375
5.3357,268.406
