value,time
1.7,121.2
1.7,121.4
1.699,121.5
1.699,121.6
1.698,121.8
1.698,121.9
1.697,122
1.698,122.1
1.697,122.3
1.698,122.4
1.699,122.5
1.699,122.6
1.7,122.7
1.7,122.9
1.699,123
1.699,123.1
1.698,123.2
1.697,123.4
1.697,123.5
1.696,123.6
1.697,123.7
1.697,123.9
1.697,124
1.697,124.1
1.697,124.3
1.698,124.4
1.699,124.5
1.698,124.6
1.698,124.7
1.698,124.9
1.698,125
1.698,125.1
1.697,125.2
1.697,125.4
1.698,125.5
1.698,125.6
1.698,125.8
1.698,125.9
1.698,126
1.699,126.1
1.699,126.2
1.698,126.4
1.698,126.5
1.698,126.6
1.698,126.7
1.698,126.9
1.697,127
1.696,127.1
1.696,127.2
1.697,127.4
1.697,127.5
1.697,127.6
1.697,127.8
1.697,127.9
1.697,128
1.698,128.1
1.697,128.2
1.697,128.4
1.698,128.5
1.698,128.6
1.698,128.7
1.698,128.9
1.697,129
1.697,129.1
1.697,129.2
1.696,129.4
1.696,129.5
1.696,129.6
1.697,129.8
1.697,129.9
1.697,130
1.698,130.1
1.698,130.2
1.698,130.4
1.698,130.5
1.697,130.6
1.697,130.7
1.697,130.9
1.696,131
1.696,131.1
1.696,131.3
1.697,131.4
1.697,131.5
1.697,131.6
1.697,131.8
1.697,131.9
1.697,132
1.698,132.1
1.698,132.2
1.698,132.4
1.6986,132.5
1.6986,132.6
1.6986,132.7
1.6996,132.9
1.6986,133
1.6986,133.1
1.6986,133.2
1.698,133.4
1.698,133.5
1.699,133.6
1.698,133.8
1.698,133.9
1.697,134
1.697,134.1
1.697,134.2
1.698,134.4
1.697,134.5
1.698,134.6
1.699,134.7
1.7,134.9
1.7,135
1.7,135.1
1.7,135.3
1.7,135.4
1.699,135.5
1.698,135.6
1.697,135.7
1.697,135.9
1.697,136
1.696,136.1
1.696,136.2
1.697,136.4
1.697,136.5
1.697,136.6
1.697,136.7
1.697,136.9
1.697,137
1.697,137.1
1.696,137.3
1.697,137.4
1.698,137.5
1.698,137.6
1.699,137.7
1.699,137.9
1.7,138
1.7,138.1
1.7,138.2
1.699,138.4
1.699,138.5
1.698,138.6
1.698,138.7
1.697,138.9
1.6976,139
1.6976,139.1
1.6976,139.3
1.6986,139.4
1.6976,139.5
1.698,139.6
1.6974,139.7
1.6969,139.9
1.6959,140
1.6969,140.1
1.6969,140.2
1.6994,140.4
1.6996,140.5
1.7001,140.6
1.7011,140.8
1.7021,140.9
1.7011,141
1.7001,141.1
1.6996,141.3
1.699,141.4
1.699,141.5
1.698,141.6
1.697,141.7
1.698,141.9
1.699,142
1.6996,142.1
1.7006,142.2
1.7006,142.4
1.7011,142.5
1.7021,142.6
1.7027,142.7
1.7023,142.9
1.7007,143
1.7003,143.1
1.7019,143.3
1.7029,143.4
1.7019,143.5
1.7019,143.6
1.7029,143.7
1.7044,143.9
1.7054,144
1.7054,144.1
1.7044,144.2
1.706,144.4
1.706,144.5
1.705,144.6
1.705,144.8
1.704,144.9
1.704,145
1.705,145.1
1.705,145.2
1.704,145.4
1.705,145.5
1.704,145.6
1.705,145.7
1.704,145.9
1.703,146
1.702,146.1
1.703,146.2
1.703,146.4
1.703,146.5
1.702,146.6
1.703,146.8
1.704,146.9
1.705,147
1.705,147.1
1.705,147.2
1.7054,147.4
1.7049,147.5
1.7054,147.6
1.7054,147.7
1.7054,147.9
1.7044,148
1.7029,148.1
1.7019,148.2
1.7024,148.4
1.7009,148.5
1.6999,148.6
1.6989,148.8
1.6983,148.9
1.6989,149
1.6989,149.1
1.6983,149.2
1.6977,149.4
1.6977,149.5
1.6987,149.6
1.6993,149.7
1.6993,149.9
1.6999,150
1.702,150.1
1.7026,150.3
1.7026,150.4
1.701,150.5
1.701,150.6
1.701,150.8
1.701,150.9
1.6994,151
1.701,151.1
1.7026,151.2
1.7057,151.4
1.7073,151.5
1.7089,151.6
1.7104,151.7
1.713,151.9
1.714,152
1.715,152.1
1.7146,152.2
1.7151,152.4
1.7167,152.5
1.7173,152.6
1.7179,152.8
1.7174,152.9
1.717,153
1.717,153.1
1.717,153.2
1.7154,153.4
1.7154,153.5
1.7144,153.6
1.7154,153.7
1.7154,153.9
1.7154,154
1.7154,154.1
1.717,154.3
1.717,154.4
1.717,154.5
1.717,154.6
1.717,154.7
1.7174,154.9
1.7179,155
1.7169,155.1
1.7163,155.2
1.7157,155.4
1.7141,155.5
1.7146,155.6
1.7146,155.7
1.7136,155.9
1.7114,156
1.7114,156.1
1.7099,156.3
1.7099,156.4
1.7099,156.5
1.7083,156.6
1.7067,156.8
1.7093,156.9
1.7087,157
1.7097,157.1
1.7091,157.2
1.7076,157.4
1.7066,157.5
1.7066,157.6
1.705,157.7
1.704,157.9
1.703,158
1.703,158.1
1.7036,158.3
1.7046,158.4
1.7061,158.5
1.7067,158.6
1.7083,158.7
1.7099,158.9
1.7114,159
1.7124,159.1
1.714,159.2
1.715,159.4
1.716,159.5
1.717,159.6
1.718,159.7
1.718,159.9
1.7176,160
1.7176,160.1
1.7171,160.3
1.7177,160.4
1.7173,160.5
1.7169,160.6
1.7174,160.7
1.7184,160.9
1.719,161
1.72,161.1
1.719,161.2
1.719,161.4
1.72,161.5
1.719,161.6
1.718,161.7
1.717,161.9
1.716,162
1.717,162.1
1.7196,162.3
1.7186,162.4
1.7196,162.5
1.7211,162.6
1.7233,162.7
1.7254,162.9
1.7276,163
1.7281,163.1
1.7313,163.2
1.7324,163.4
1.734,163.5
1.734,163.6
1.7356,163.8
1.7361,163.9
1.7367,164
1.739,164.1
1.7411,164.2
1.7434,164.4
1.7467,164.5
1.7473,164.6
1.7479,164.7
1.7496,164.9
1.7484,165
1.7496,165.1
1.7463,165.2
1.743,165.4
1.743,165.5
1.7437,165.6
1.7426,165.8
1.7437,165.9
1.7426,166
1.7431,166.1
1.7431,166.3
1.741,166.4
1.7381,166.5
1.736,166.6
1.7327,166.7
1.7306,166.9
1.73,167
1.73,167.1
1.7294,167.2
1.7304,167.4
1.7309,167.5
1.7297,167.6
1.7291,167.8
1.727,167.9
1.7274,168
1.7274,168.1
1.7243,168.2
1.7227,168.4
1.7227,168.5
1.7211,168.6
1.7211,168.7
1.7186,168.9
1.718,169
1.718,169.1
1.717,169.2
1.717,169.4
1.7186,169.5
1.7201,169.6
1.7217,169.8
1.7223,169.9
1.7223,170
1.7233,170.1
1.7223,170.2
1.7223,170.4
1.7207,170.5
1.7201,170.6
1.7186,170.7
1.7196,170.9
1.7196,171
1.7221,171.1
1.7216,171.2
1.7226,171.4
1.7247,171.5
1.7279,171.6
1.729,171.8
1.7301,171.9
1.7307,172
1.7319,172.1
1.733,172.2
1.732,172.4
1.731,172.5
1.731,172.6
1.731,172.7
1.73,172.9
1.73,173
1.731,173.1
1.732,173.3
1.7326,173.4
1.7326,173.5
1.7331,173.6
1.7331,173.7
1.7337,173.9
1.7337,174
1.7333,174.1
1.736,174.2
1.7381,174.4
1.7397,174.5
1.7419,174.6
1.7434,174.7
1.7457,174.9
1.7473,175
1.7461,175.1
1.7473,175.3
1.7473,175.4
1.7484,175.5
1.7484,175.6
1.7473,175.8
1.7484,175.9
1.7491,176
1.7487,176.1
1.7494,176.2
1.7494,176.4
1.7494,176.5
1.7506,176.6
1.7494,176.7
1.7504,176.9
1.7509,177
1.7509,177.1
1.7504,177.3
1.7521,177.4
1.7527,177.5
1.7527,177.6
1.7521,177.8
1.7521,177.9
1.7514,178
1.7519,178.1
1.7513,178.2
1.7496,178.4
1.7496,178.5
1.7496,178.6
1.7484,178.7
1.7484,178.9
1.7484,179
1.7473,179.1
1.7484,179.3
1.7469,179.4
1.7457,179.5
1.7469,179.6
1.7469,179.7
1.7469,179.9
1.7469,180
1.7457,180.1
1.7484,180.2
1.7496,180.4
1.7484,180.5
1.7484,180.6
1.7473,180.7
1.7473,180.9
1.748,181
1.748,181.1
1.7469,181.3
1.7469,181.4
1.7469,181.5
1.7469,181.6
1.7469,181.7
1.7461,181.9
1.7434,182
1.7434,182.1
1.7446,182.2
1.7446,182.4
1.7446,182.5
1.7457,182.6
1.7457,182.8
1.7457,182.9
1.7469,183
1.7441,183.1
1.7426,183.2
1.742,183.4
1.7403,183.5
1.7403,183.6
1.7403,183.7
1.7386,183.9
1.7401,184
1.7429,184.1
1.7419,184.2
1.7424,184.4
1.7436,184.5
1.7451,184.6
1.7469,184.8
1.748,184.9
1.748,185
1.7496,185.1
1.7507,185.3
1.7496,185.4
1.7507,185.5
1.7496,185.6
1.7496,185.7
1.7496,185.9
1.7496,186
1.7484,186.1
1.7484,186.2
1.7484,186.4
1.7479,186.5
1.7461,186.6
1.7461,186.8
1.7466,186.9
1.745,187
1.745,187.1
1.7423,187.3
1.7407,187.4
1.7401,187.5
1.7379,187.6
1.7369,187.7
1.7363,187.9
1.7341,188
1.7346,188.1
1.7356,188.2
1.7346,188.4
1.7336,188.5
1.733,188.6
1.734,188.8
1.734,188.9
1.734,189
1.733,189.1
1.734,189.2
1.735,189.4
1.735,189.5
1.735,189.6
1.735,189.7
1.735,189.9
1.735,190
1.734,190.1
1.7334,190.2
1.7329,190.4
1.7319,190.5
1.7313,190.6
1.7313,190.8
1.7313,190.9
1.7313,191
1.7319,191.1
1.7319,191.2
1.7319,191.4
1.7329,191.5
1.7319,191.6
1.7319,191.7
1.7319,191.9
1.7319,192
1.7314,192.1
1.7309,192.3
1.7309,192.4
1.7287,192.5
1.7281,192.6
1.7286,192.7
1.728,192.9
1.7274,193
1.7284,193.1
1.7274,193.2
1.73,193.4
1.731,193.5
1.7284,193.6
1.7274,193.7
1.7274,193.9
1.7264,194
1.7264,194.1
1.7264,194.3
1.7254,194.4
1.727,194.5
1.727,194.6
1.727,194.8
1.727,194.9
1.727,195
1.7266,195.1
1.7266,195.2
1.7266,195.4
1.7266,195.5
1.7266,195.6
1.7281,195.7
1.7281,195.9
1.7281,196
1.7291,196.1
1.7301,196.3
1.7311,196.4
1.7311,196.5
1.7306,196.6
1.7306,196.8
1.7306,196.9
1.7301,197
1.7297,197.1
1.7297,197.2
1.7303,197.4
1.7299,197.5
1.7299,197.6
1.7293,197.7
1.7293,197.9
1.7287,198
1.7287,198.1
1.7287,198.3
1.7297,198.4
1.7297,198.5
1.7307,198.6
1.7307,198.7
1.7307,198.9
1.7307,199
1.7317,199.1
1.7301,199.2
1.7301,199.4
1.7301,199.5
1.7306,199.6
1.7311,199.7
1.7307,199.9
1.7301,200
1.7301,200.1
1.7296,200.3
1.7286,200.4
1.7276,200.5
1.7276,200.6
1.728,200.7
1.727,200.9
1.7254,201
1.726,201.1
1.727,201.2
1.7276,201.4
1.7276,201.5
1.7271,201.6
1.7287,201.8
1.7313,201.9
1.7313,202
1.7309,202.1
1.7303,202.2
1.7303,202.4
1.7307,202.5
1.7291,202.6
1.7281,202.7
1.7281,202.9
1.7276,203
1.7291,203.1
1.7291,203.2
1.7287,203.4
1.7287,203.5
1.7297,203.6
1.7303,203.8
1.7319,203.9
1.7319,204
1.7319,204.1
1.7319,204.3
1.7334,204.4
1.733,204.5
1.734,204.6
1.734,204.7
1.734,204.9
1.735,205
1.736,205.1
1.736,205.2
1.736,205.4
1.735,205.5
1.7356,205.6
1.7346,205.8
1.7351,205.9
1.7341,206
1.7341,206.1
1.7347,206.3
1.7357,206.4
1.7341,206.5
1.7357,206.6
1.7347,206.7
1.7363,206.9
1.7386,207
1.7413,207.1
